student_id,course_type,attendance,quiz_score,participation,video_watch,ppt_progress,has_video,has_ppt,assignment_score,final_score,pass
62,f2f,82.71821336473963,40.906250623838886,42.585457825812625,0.0,0.0,0,0,60.19117320886784,55.96046882779123,0
63,f2f,49.03170415897602,79.71535940414796,38.525035385928106,0.0,0.0,0,0,10.039944222315789,48.7635059541636,0
64,blended,56.83386342657101,49.272746942245035,31.097719260023794,68.58593972327012,34.25346735592395,1,1,45.01569580434236,54.495383722088036,0
65,blended,51.18138649233464,80.30346202942523,72.76272681437867,52.97857692788738,78.98393637380802,1,1,43.890253535693226,60.9001015097637,1
66,blended,85.87563331696862,77.6758601762442,62.85096158578153,91.74018050008463,64.43007165643462,1,1,70.98562253721366,73.02912876189517,1
67,f2f,73.52200229514612,62.984021823705305,46.174933321178756,0.0,0.0,0,0,60.16041478039957,49.86963203065267,0
68,f2f,82.41474905202232,52.765974282693996,70.39641046892221,0.0,0.0,0,0,9.656440910940987,45.625055158108886,0
69,blended,39.49870136807795,76.89472093282822,59.61821034871698,93.7059440776945,100.0,1,1,48.02543183771604,65.97069907095738,1
70,f2f,63.05638923990574,71.17989346617887,47.20951779222301,0.0,0.0,0,0,55.22370354300819,53.88260435511245,0
71,blended,70.35785103778504,32.180862196102225,100.0,35.976459308609456,32.41452088853059,1,1,51.00165474505923,57.95646005432765,0
72,f2f,88.71317743641936,80.65069023983828,72.63803244930664,0.0,0.0,0,0,54.29104718560845,61.34365032048035,1
73,blended,78.183859199736,87.2801454404158,66.23898186085009,45.652040155876165,75.47696708911863,1,1,42.3163421182153,70.64257299130693,1
74,f2f,50.49129561821363,76.16844450428574,100.0,0.0,0.0,0,0,61.88633510458288,50.00693013205546,0
75,f2f,79.2481939387773,41.5079905615856,66.17024135023688,0.0,0.0,0,0,7.446215927087614,44.10201489683392,0
76,f2f,66.99122557627472,59.80236289532421,56.24983785564927,0.0,0.0,0,0,60.00284050301366,58.78025394297383,0
77,blended,67.00757119838073,37.57375848518118,77.15390861721569,99.71986970484018,74.87143217451606,1,1,62.745134154992265,70.14301743172729,1
78,blended,77.66212793903063,72.86567948200585,54.72457301854149,100.0,94.41470838108987,1,1,77.0745407996727,80.99189951514205,1
79,f2f,51.33697710309727,49.38899434319699,66.24964603484356,0.0,0.0,0,0,61.91647793471215,38.75374090402302,0
80,f2f,80.54993295437673,45.24347345271512,86.4695614505641,0.0,0.0,0,0,62.68841693847865,57.96637960117812,0
81,f2f,61.30478789583641,69.31578231486556,84.59560477616174,0.0,0.0,0,0,24.44917243205964,47.05152858730664,0
82,blended,56.44371225543811,41.72717411505917,59.898406635929625,44.221419992490866,69.72558346178955,1,1,9.33677131136028,48.05456079248659,0
83,blended,47.640370844693024,78.18451903668385,51.72770635378851,57.8955029823514,76.32200508937781,1,1,91.90927057775784,56.888957250738315,0
84,blended,75.64643374881639,92.34305518262654,51.485304074464025,54.405757871375016,100.0,1,1,76.22846639261836,70.97933690833464,1
85,f2f,67.90203834440516,82.2285954328376,60.509057578762565,0.0,0.0,0,0,84.96273270157737,65.11279759231206,1
86,f2f,65.28536319336817,68.6418438470111,65.99800702263315,0.0,0.0,0,0,69.74359517169763,54.44565555681437,0
87,f2f,67.12020360494006,43.164148100081924,33.10919540624407,0.0,0.0,0,0,34.80311566964191,33.268762013783636,0
88,f2f,65.7597938085012,78.44079436162352,56.10983379331264,0.0,0.0,0,0,43.69184091005306,56.034100310664364,0
89,blended,52.83990500361331,84.93721829790337,51.36850954032725,100.0,73.00553093914668,1,1,72.71054334459934,61.39407946064555,1
90,f2f,65.10349155326239,100.0,91.2527502120148,0.0,0.0,0,0,53.32971760738839,60.30495403565495,1
91,blended,71.68215154496495,96.32304837685739,66.55496401185452,36.37396376788936,100.0,1,1,70.06685648889521,73.53123779766496,1
92,blended,76.08620796127362,73.0499214070544,50.9160001314614,65.73905346594746,100.0,1,1,73.64225609819037,76.70480243307993,1
93,f2f,58.757727563384215,44.52407699629305,67.26050809393523,0.0,0.0,0,0,41.114277940887156,39.69829050290566,0
94,blended,66.08590950766809,74.66533404413673,100.0,88.87230024159419,38.1974676892877,1,1,75.13858190033761,71.25079417905182,1
95,f2f,54.777996655340914,55.827698939673425,84.02749880198371,0.0,0.0,0,0,79.8370802671774,57.50724617872952,0
96,f2f,82.52669192737523,69.61631760927712,67.22740392448866,0.0,0.0,0,0,45.27087204088053,65.66816464290615,1
97,f2f,77.35900617133724,50.6861865067835,77.69135508171571,0.0,0.0,0,0,48.85364391944604,55.705714148682496,0
98,blended,67.8748767390104,96.19121624455488,42.18870852681722,43.9136006347218,87.9172067504297,1,1,63.03468437899116,66.3454626556657,1
99,f2f,80.11061926280374,80.3109203712647,66.17378763658544,0.0,0.0,0,0,61.567032940557795,61.06813509120258,1
100,blended,72.20974108050869,84.02804565933744,57.506576584732784,32.46122233988247,45.76375056047783,1,1,81.92394381564854,75.40852774337618,1
101,f2f,58.23017430625462,81.36828953875636,41.3956259007456,0.0,0.0,0,0,31.28837989588861,57.53301494692906,0
102,f2f,99.76125085101904,82.98478656695218,37.24391790843269,0.0,0.0,0,0,58.09377619114446,73.82231203355998,1
103,blended,91.26933347108026,91.51696655193791,51.6306522028477,13.175625897657056,51.662339545378146,1,1,65.18465972685121,65.23658809317615,1
104,f2f,93.76698232713596,49.14617765552707,61.72362006160043,0.0,0.0,0,0,49.31660352965077,51.399328434832306,0
105,f2f,97.40572726287513,69.91973998260762,64.36920780596229,0.0,0.0,0,0,74.11508664351526,69.84868431593407,1
106,blended,58.906488106867506,67.43103686447489,54.21895023365411,100.0,41.24074866965958,1,1,83.27454863699613,72.48460402007424,1
107,blended,67.20135075454888,84.70440808488901,47.90094503504878,26.715328287271497,60.212131122615205,1,1,80.80739848875568,60.57403879303392,1
108,blended,82.3722635157729,46.711478715113486,49.98284845790315,76.08431178484534,51.4471215543044,1,1,96.79648738314393,61.17780758766992,1
109,f2f,64.715484490959,49.078513432646545,55.078945101186406,0.0,0.0,0,0,47.88449730202319,42.87140254984108,0
110,blended,57.127030051547976,46.04665420822063,71.53676811990248,100.0,94.29522709689279,1,1,60.86348784897086,67.93349529062607,1
111,f2f,95.80574933564269,75.08792244112665,73.63317814828551,0.0,0.0,0,0,40.84731108954915,63.318368489922456,1
112,f2f,68.7189212016047,67.14728123456847,100.0,0.0,0.0,0,0,56.81299189119956,58.42476467450785,0
113,f2f,69.80101100633792,60.742083932266546,78.63542776519704,0.0,0.0,0,0,53.43914917803089,58.55652579519486,0
114,blended,96.32877329805075,21.72243298889189,65.8973536287162,100.0,41.39114931801683,1,1,87.04413516485198,64.42033635895231,1
115,f2f,82.92115997029877,57.87159276226967,69.63566405103344,0.0,0.0,0,0,50.47102758170939,65.5142012995909,1
116,blended,80.24601208111424,55.26777926702814,57.81022284975579,100.0,98.19668260064074,1,1,66.00955824004214,66.12954806368165,1
117,blended,64.3044802190311,90.94886190965344,45.89166194846318,62.57268780020813,69.36332189186258,1,1,82.54806871096774,73.8185454634449,1
118,blended,77.67323749888241,100.0,93.6329947993816,81.18805159959373,64.85831898980284,1,1,57.23526052610946,83.55679445327539,1
119,f2f,70.88170118888658,70.16121432898882,40.96001191049081,0.0,0.0,0,0,59.10655371349818,59.39496776862488,0
120,blended,100.0,95.75996907593695,74.99683780530252,71.34307275945432,100.0,1,1,54.8170632630025,83.60838863439608,1
121,blended,62.82937550469863,96.08878849517154,44.29776376532987,30.510040506966043,98.75247887973359,1,1,44.21219569217345,67.98802242911852,1
122,blended,53.08317166832127,40.109284677967416,42.60055524160079,72.36044342370874,64.17602144448207,1,1,46.960598624158706,54.34361674848021,0
123,blended,99.85734478073967,69.46391611487324,57.50043576106417,74.58757585502731,47.91321250322923,1,1,52.857256697838686,75.53796074094024,1
124,blended,78.7811891407663,66.50026743009518,69.28838791944314,50.0355036068172,67.07519582551227,1,1,76.20663484812354,70.25115092242139,1
125,f2f,77.93162971601318,77.10842290420139,82.23022754208833,0.0,0.0,0,0,42.43019398648652,57.55972724030454,0
126,f2f,77.38778560951047,98.32917375261759,39.168641470263694,0.0,0.0,0,0,76.02687908734919,70.43794394365992,1
127,blended,93.35967607241012,52.497212433371274,75.62177779935496,92.6054168799241,59.95993241483609,1,1,94.27548898016786,77.80362600193443,1
128,blended,68.92954462100107,49.438797839704804,42.762318800244714,100.0,80.74297782498594,1,1,55.398498471257895,61.0729115249497,1
129,blended,33.05526476065689,41.58731393496165,51.060709660209305,100.0,66.2652383778247,1,1,39.57633247833968,49.649747472646254,0
130,f2f,95.99384695302868,52.38770256173251,84.33353594945001,0.0,0.0,0,0,39.37216158164408,67.4790071865649,1
131,f2f,64.06512880172437,58.38463888552904,48.612785177476454,0.0,0.0,0,0,34.974552395451816,50.7853936953509,0
132,f2f,52.540819213248724,38.80649937465123,55.61913918330851,0.0,0.0,0,0,26.93524303396878,37.19057121778493,0
133,blended,74.27886177645601,61.360480949824236,56.64848097691807,100.0,79.79628215755004,1,1,78.80147635360801,71.670801448688,1
134,blended,42.43489823991188,61.47591345634976,71.71958263417262,53.14255582256415,85.37217660484721,1,1,48.6929193087859,64.03416893461645,1
135,blended,80.63477016622534,48.81174044283525,91.84022706036342,89.0825435841665,79.58468221707179,1,1,99.26273051699724,76.99657293621247,1
136,blended,100.0,62.6200341764926,43.831721077095146,100.0,99.7101224695133,1,1,81.0523855846318,79.42750121614088,1
137,blended,50.95643402066003,51.16030542869926,73.02082735536484,65.61296349346986,75.45691344319599,1,1,69.2872589746548,65.92765223710914,1
138,blended,84.1421592526495,62.817552598934,95.93273544875093,88.02269009400794,89.289828080197,1,1,71.72266501069466,78.58210076874892,1
139,f2f,78.96443095323852,71.54819677626854,73.94053708027809,0.0,0.0,0,0,54.69839951063902,54.88909107718233,0
140,f2f,63.94918340093527,82.40204291563114,91.40205597230445,0.0,0.0,0,0,54.3734346359526,61.61698536944175,1
141,f2f,91.45100089387432,50.763109691708934,77.49480380220271,0.0,0.0,0,0,49.70114544508165,67.6420651049722,1
142,blended,89.12856149580173,73.92788507093245,23.622183229063744,91.35215263538186,80.62827421558589,1,1,72.4180618606213,77.82833752389239,1
143,blended,86.19062548575702,75.96731336035435,100.0,57.89673390289708,78.94193805596097,1,1,70.00688866403493,75.88289643247333,1
144,f2f,87.83554889514856,75.62955367541564,96.57698250532894,0.0,0.0,0,0,60.17060662267899,62.02196709458355,1
145,f2f,51.477551164139605,51.08202916859908,68.31168941509686,0.0,0.0,0,0,75.0978804511122,49.36138015584531,0
146,f2f,67.64200538215223,100.0,87.36980806825855,0.0,0.0,0,0,71.28654904066934,72.75044956514454,1
147,f2f,73.18230223789135,66.12433192503714,96.66167904175933,0.0,0.0,0,0,57.179720937374555,54.70898933884627,0
148,blended,86.72234133426436,71.55487814880162,78.15738901030386,88.68251165338918,80.47732244974299,1,1,82.9845591061288,79.42437895888949,1
149,blended,67.8164425033486,69.2014864043106,21.603074530936837,68.54596929530153,100.0,1,1,78.98964628909701,71.93087706183263,1
150,blended,37.65520375829291,83.43957373697775,84.07135337355056,80.64657180188438,50.18837225599792,1,1,76.94399456439777,63.710767931201175,1
151,blended,80.51217932341153,73.65742250228948,59.842633765941784,64.2021854442445,70.5667993299013,1,1,94.6758575285624,73.69691173715394,1
152,blended,60.17173336893512,88.35592303719774,59.052990133039806,98.49852689839808,42.85781363362078,1,1,74.15561649297413,62.848747612046054,1
153,f2f,46.58873747192083,87.80543772391482,36.08642368241346,0.0,0.0,0,0,60.52830464947864,46.03525666984782,0
154,f2f,70.0269569405655,85.99423916433817,63.62981297269671,0.0,0.0,0,0,100.0,63.58859933374341,1
155,blended,100.0,85.46015441538037,71.75957620229435,76.22879805483802,72.42896028779506,1,1,60.04886047445442,87.39517330152857,1
156,blended,67.56818270414801,51.971873699190205,95.02740879791892,27.558959598051786,35.617278553942946,1,1,66.37648820621848,50.841082790543695,0
157,blended,63.72406939660116,59.01744301093993,54.012617577742056,61.86866144356647,67.11796370235625,1,1,44.26756467787162,53.173579981891294,0
158,blended,84.0983100217963,80.67945951856673,67.84430985308032,96.17437285376695,43.316341428557294,1,1,70.62291372513596,80.1984403787747,1
159,f2f,57.985096450625775,51.472130905158906,63.48260896213621,0.0,0.0,0,0,37.315068849117104,40.724222147841616,0
160,blended,87.28753199091004,61.198187032159,69.18164096181124,82.63062265502671,70.82339842371326,1,1,74.69355016493577,79.4521217409803,1
161,f2f,90.46363395248464,83.40637155982094,50.900582611926495,0.0,0.0,0,0,69.04192858458894,57.46745626000666,0
162,blended,70.38808107710508,35.91093506468238,58.08884348571245,65.65916810563915,86.07184777116329,1,1,64.50170129970195,61.65230064544922,1
163,f2f,71.94185725977806,99.17183941804731,45.63426386098249,0.0,0.0,0,0,58.697509810144616,57.23967833277927,0
164,f2f,70.90567686776507,78.01408152464448,54.47786225903233,0.0,0.0,0,0,38.826691780498265,56.931572842928865,0
165,blended,89.43595579317622,75.64682122896843,63.185338318880746,68.18513143851341,70.62573057461292,1,1,79.89896351934365,70.1002139505935,1
166,blended,73.13946539313962,79.80298568284661,45.89765382161621,70.4359034146638,91.9770108834899,1,1,80.6886042182701,67.26786241704384,1
167,blended,100.0,87.40866856764222,68.37844105118586,71.27739834771234,100.0,1,1,75.9289004258728,90.1222897774784,1
168,blended,71.0730377389467,49.87061519208942,67.76949932427722,73.39862368356873,58.72285704024359,1,1,89.62261579001922,65.57682600336578,1
169,blended,99.61434678296888,90.29068620714199,66.00753301973857,100.0,55.1513611720655,1,1,81.31556898144748,83.57398454306626,1
170,blended,79.63154998485236,100.0,87.61422229327455,86.34791853764563,62.11033830997803,1,1,89.50133811667608,91.38356610993858,1
171,blended,71.0717378738957,33.397457282811274,70.25151011406676,53.1558521627491,83.03090928701081,1,1,69.01098898696534,61.0987278082562,1
172,f2f,86.4132285877352,100.0,34.855293917335004,0.0,0.0,0,0,71.59944317572035,70.67046708546253,1
173,blended,61.995088264177575,32.45920143431563,32.09476851939671,12.592271523803738,51.37709163845065,1,1,74.73154885714962,38.969970806703394,0
174,blended,89.7388069865698,78.99024021827853,60.29986632804268,88.94208826651551,97.33108436014129,1,1,85.15557846293076,78.9861087347813,1
175,blended,88.98821220867792,74.49099119983656,59.02216646722195,100.0,83.61328532168365,1,1,81.66458760407816,82.58942150782455,1
176,blended,56.450981983495375,75.90285803094727,74.9445125453776,18.64867368376956,40.36321628730305,1,1,71.19702637990767,62.708316075393654,1
177,blended,61.017812867148656,55.537977301073425,84.00718806753315,62.81771336904266,89.24757462851322,1,1,48.95576314902066,75.47294632557757,1
178,f2f,65.77133816029708,69.64820334560274,65.2738355204387,0.0,0.0,0,0,68.58954422620579,52.493940523103085,0
179,f2f,52.99250017881293,100.0,41.38834215517147,0.0,0.0,0,0,75.15664687892965,58.33358079705186,0
180,f2f,80.28360252015347,41.99834201574454,72.34256609014717,0.0,0.0,0,0,57.80730420377114,55.117735297100765,0
181,blended,74.63260432602708,100.0,88.84808943571986,62.46725504335711,79.83178078652533,1,1,91.96323587179978,86.95077063257688,1
182,blended,66.90284416748389,97.15253314697972,60.0395219754175,58.81490657723345,72.84751088151674,1,1,69.81075261161446,75.9123668467222,1
183,blended,83.63771082248262,42.530521566324296,79.03916869747188,33.975564872940524,65.34739117359193,1,1,49.89138082135146,66.74102258170998,1
184,blended,72.12668946200895,69.79547636651075,49.010130185902106,100.0,56.41863348069113,1,1,84.45669293540607,63.016471770898505,1
185,f2f,82.06453507794849,83.84993153317222,70.08366050119953,0.0,0.0,0,0,47.837799257171966,65.18553098068699,1
186,f2f,58.880075362994035,35.20692668705649,47.099574580236904,0.0,0.0,0,0,17.655317415710947,31.32009579662282,0
187,f2f,87.59963645367756,40.04428790133671,68.92586877186908,0.0,0.0,0,0,43.35520586802602,51.76550754773545,0
188,blended,59.26051712950924,94.01621096422524,89.27155599775969,63.479026002160666,75.52587691801571,1,1,44.66769241019009,70.91732686298589,1
189,f2f,65.0432006192479,100.0,31.46932568565373,0.0,0.0,0,0,60.35193283042945,54.842338234085474,0
190,blended,63.148116895685575,73.88006749707299,48.75714259107599,90.6907807651054,100.0,1,1,70.85939804917088,76.67369511081475,1
191,f2f,78.42857542796273,65.31231821213368,47.789605057462275,0.0,0.0,0,0,64.65577378624673,62.89800870199639,1
192,f2f,69.43678057404459,100.0,59.42248498464433,0.0,0.0,0,0,88.39821301734978,56.16321906844434,0
193,blended,100.0,93.94312906258993,80.22343105938847,22.539942179242445,93.76218152835891,1,1,78.20502940234948,84.77574505785034,1
194,blended,79.32002595326733,100.0,61.95799656522289,74.22964374446035,100.0,1,1,75.4027711058292,87.47788662875666,1
195,f2f,83.00493689018008,82.51261489493854,78.34677763798857,0.0,0.0,0,0,38.02998166140604,58.33338286210659,0
196,blended,73.54033013013472,70.6513293191208,77.16072400871967,79.178587503575,87.83939330086625,1,1,63.46382586005875,79.75511672953411,1
197,blended,84.46915428084371,80.60432924553425,63.22133016545522,77.41998073525835,43.86967283738062,1,1,87.36881895257383,74.49993998676672,1
198,f2f,84.14869670933224,49.86428685018507,40.20010953050299,0.0,0.0,0,0,47.17888071520508,51.942295483509916,0
199,f2f,74.78477235791281,71.08171009882192,50.90874577975982,0.0,0.0,0,0,64.45708639785366,48.88177345784768,0
200,f2f,60.96776352705057,67.21903190242364,86.60028277677459,0.0,0.0,0,0,54.796804339705446,60.22271593861733,1
201,f2f,61.94310058848404,84.31874010433955,31.638013935059355,0.0,0.0,0,0,14.990405789532439,46.79441454891444,0
202,f2f,71.50327230426109,75.85003623161383,66.46765554892524,0.0,0.0,0,0,71.7369601153818,49.8245818583081,0
203,blended,84.3496196289583,83.85842022895092,51.36033210836458,100.0,89.70296186932408,1,1,71.02621672529688,90.97062265778477,1
204,blended,56.46075937926828,43.09483996183254,93.7293289591584,86.70455589624339,58.916114053422966,1,1,55.47272465576507,52.18730962331651,0
205,f2f,84.84151021601423,58.546700818811736,58.313771267626436,0.0,0.0,0,0,76.36705122213243,62.3137261245121,1
206,blended,74.47751962579284,100.0,71.11785860859035,91.90350529287682,82.71908999357196,1,1,51.33524442394328,80.83556391658782,1
207,f2f,79.9048988459529,49.58574994834273,49.323172394578215,0.0,0.0,0,0,68.8593275503319,59.37048979624626,0
208,blended,92.32566857038731,66.15101690607911,24.10797381247815,70.88384934216343,39.31674955966667,1,1,68.0799301312055,71.33717152036672,1
209,f2f,30.656730985426726,97.54680939508007,71.35309853119325,0.0,0.0,0,0,54.08394798178374,42.74882159874464,0
210,blended,68.18615575076913,55.49969163255655,49.83886515990409,54.16468015876066,68.12164983083751,1,1,38.09312635963483,51.066628032484175,0
211,blended,62.967939822266615,55.8830005844983,44.6017312496753,35.985358214984245,100.0,1,1,65.10602344293683,57.21667925224557,0
212,f2f,82.96264402388356,66.75494802394344,40.515028077418876,0.0,0.0,0,0,29.474491121425352,45.83664334312594,0
213,f2f,76.89756617755367,98.67883842096765,36.50984912574498,0.0,0.0,0,0,80.5639498180964,52.64198353688916,0
214,f2f,59.233049516986185,25.99965239923278,43.808734145801466,0.0,0.0,0,0,54.916127285464086,36.58120873926313,0
215,blended,57.58539475018567,87.31214433248155,65.02155406701071,82.26863233920415,72.88626438937024,1,1,51.79159733767573,69.35700184600377,1
216,f2f,74.13889956724341,85.4880337744676,8.073274330861501,0.0,0.0,0,0,65.16918471979588,48.517553684467856,0
217,blended,77.49498743655732,80.27754751542588,74.90425010688699,76.90608941719296,59.32624904259304,1,1,32.104773388512484,82.2756455865871,1
218,blended,63.357548107192635,42.64929655184452,50.821056937561174,63.60175428038916,71.3846247996089,1,1,68.63597433200488,60.2830030759125,1
219,f2f,79.84886014560738,47.04672300583546,73.71880875971192,0.0,0.0,0,0,52.83739716982404,45.896476707437316,0
220,blended,93.80285537554482,74.17837967555758,42.92904586946787,100.0,48.91730528388098,1,1,61.559262870918715,68.13991032595489,1
221,blended,55.88326421477534,88.97289816775486,46.651783456949225,73.43671865532703,52.96241160628897,1,1,68.96704491264555,58.395228115385684,0
